reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
13587,ref,occ,B.,Sala,,,,1996,"Dinaromys allegranzii n. sp. (Mammalia, Rodentia) from Rivoli Veronese (northeastern Italy) in a Villanyian association",Acta Zoologica Cracoviensia,,NA,NA,39,1,469,472,journal article,English,
12914,ref,occ,Z.,Szyndlar,,,,1984,Fossil snakes from Poland,Acta Zoologica Cracoviensia,,NA,NA,28,1,1,156,,English,
9303,ref,occ,T.,Rowe,E. H.,Colbert,J. D. Nations,1981,The occurrence of <i>Pentaceratops</i> (Ornithischia: Ceratopsia) with a description of its frill,"Advances in San Juan Basin Paleontology, S. G. Lucas, J. K. Rigby Jr., and B. S. Kues (eds.), University of New Mexico Press, Albuquerque",,NA,NA,,,29,48,journal article,English,
8093,ref,occ,V.I.,Il'ina,Y.V.,Teslenko,,1971,On the question of the boundary between the Lower and Middle Jurassic in continental units of Siberia,"Akademia Nauk SSSR, Geologiya i Geofizika",,NA,NA,,8,3,10,journal article,Russian,
8196,ref,occ,L. A.,Fefilova,,,,1983,Rastitelnye ostatki iz stratotipa Byzovoskoi svity y Basseine srednei Pechori [Flora from the Byzovskaya suite in the middle stream of Pechora],"Akademia Nauk SSSR, Instituta Geologii Komifiliala, Trudy",,NA,NA,43,,26,40,journal article,Russian,
8121,ref,occ,A.N.,Tolstykh,,,,1974,"Pozdnepaleozoiskaia flora Zapadnogo Verkhoian'ia (Upper Paleozoic flora of West Verkhonian'ia, Siberia).","Akademia Nauk SSSR, Siberian region. Novosibirsk, Nauka",,NA,NA,,,1,104,book/book chapter,Russian,
10583,ref,occ,L. V.,Milova,,,,1976,Triassic-Jurassic stratigraphy and Bivalvia of northern Priokhotye.,"Akademia Nauk SSSR, Trudy Severo-Vost. Kompl. Nauchno. Issled. Institut",,NA,NA,65,,,,serial monograph,Russian,
11677,ref,occ,P.,Brack,H.,Rieber,A. Nicora,2003,"The Global Stratotype Section and Point (GGSP) of the base of the Ladinian Stage (Middle Triassic): A proposal for the GSSP at the base of the Curionii Zone in the Bagolino section (Southern Alps, Northern Italy)",Albertiana,,NA,NA,28,,13,25,journal article,English,
11678,ref,occ,P.,Mietto,S.,Manfrin,"N. Preto, P. Gianolla, L. Krystyn, G. Roghi",2003,"Proposal of the Global Stratotype Section and Point (GSSP) for the base of the Ladinian Stage (MIddle Triassic): GSSP at the base of the Avisianum Subzone (FAD of Aplococeras avisianum) in the Bagolino section (Southern Alps, NE Italy)",Albertiana,,NA,NA,28,,26,34,journal article,English,
11685,ref,occ,J.-N.,Tong,Z.-L.,Lui,,2000,The Middle Triassic stratigraphy and sedimentary paleogeography of South China,Albertiana,,NA,NA,24,,37,47,journal article,English,
12647,ref,occ,Y. D.,Zakharov,A. M.,Popov,G. I. Buryi,2004,Triassic Ammonoid succession in South Primorye: 2. Middle Olenekian Tirolites - Amphistephanites Zone,Albertiana,,NA,NA,29,,29,37,journal article,English,
12632,ref,occ,Y. D.,Zakharov,Y.,Shigeta,"A. M. Popov, G. I. Buryi, A. V. Oleinikov, E. A. Dorukhovskaya and T. M. Mikhalik",2002,Triassic Ammonoid succession in South Primorye: 1. Lower Olenekian Hedenstroemia bosphorensis and Anasibirites nevolini Zones.,Albertiana,,NA,NA,27,,42,64,journal article,English,
13358,ref,occ,C. A.,McRoberts,G. D.,"Stanley, Jr.",,1991,Halobiid biostratigraphy and a Carnian-Norian stage boundary in northeas Oregon,Albertinia,,NA,NA,9,,6,10,journal article,English,
10520,ref,occ,N. W.,Archbold,G. A.,Thomas,,1985,Permian Spiriferellinae (Brachiopoda) from Western Australia,Alcheringa,,NA,NA,9,1,35,48,journal article,English,
13609,ref,occ,V.,Berg-Madsen,,,,1986,Tuarangia from Bornholm (Denmark) and similarities in Baltoscandian and Australasian late Middle Cambrian faunas,Alcheringa,,NA,NA,11,03-Apr,245,259,journal article,English,
9604,ref,occ,M. A.,Bradshaw,L.,McCartan,,1991,"Palaeoecology and systematics of Early Devonian bivalves from the Horlick Formation, Ohio Range, Antarctica",Alcheringa,,NA,NA,15,1,1,42,journal article,English,
10835,ref,occ,H. J.,Campbell,,,,1984,New records and taxa of Permian and Triassic fossils from New Caledonia and New Zealand,Alcheringa,,NA,NA,8,,151,167,journal article,English,
13659,ref,occ,M. J.,Clarke,,,,1987,Late Permian (late Lymingtonian = ?Kazanian) brachiopods from Tasmania,Alcheringa,,NA,NA,11,,261,289,journal article,English,
10548,ref,occ,A. G.,Cook,R. B.,Blodgett,R. T. Becker,2003,"Late Devonian gastropods from the Canning Basin, Western Australia",Alcheringa,,NA,NA,27,03-Apr,181,207,journal article,English,
12008,ref,occ,A. G.,Cook,H.-Z.,Pan,,2004,"Middle Devonian gastropods from Xiangzhou and Wuxuan, Guangxi, South China",Alcheringa,,NA,NA,28,,413,429,journal article,English,
3819,ref,occ,J. G.,Gehling,,,,1987,Earliest known echinoderm - a new Ediacaran fossil from the Pound Subgroup of South Australia,Alcheringa,,NA,NA,11,,337,345,journal article,English,
3825,ref,occ,J. G.,Gehling,,,,1988,"A cnidarian of actinian-grade from the Ediacaran Pound Subgroup, South Australia",Alcheringa,,NA,NA,12,,299,314,journal article,English,
13394,ref,occ,R. A.,Henderson,D.I.,MacKinnon,,1981,New Cambrian inarticulate Brachiopoda from Australasia and the age of the Tasman Formation,Alcheringa,,NA,NA,5,03-Apr,289,309,journal article,English,
893,ref,occ,J. B.,Jago,P. W.,Baillie,,1992,An Idamean aglaspidid from northwestern Tasmania,Alcheringa,,NA,NA,16,1,14,14,journal article,English,
13307,ref,occ,P. A.,Jell,,,,1980,Earliest known pelecypod on Earth - a new Early Cambrian genus from Australia,Alcheringa,,NA,NA,4,01-Feb,233,239,journal article,English,
13391,ref,occ,D.I.,MacKinnon,,,,1985,New Zealand late Middle Cambrian molluscs and the origin of Rostroconchia and Bivalvia,Alcheringa,,NA,NA,9,01-Feb,65,81,journal article,English,
13654,ref,occ,J. D.,Scanlon,B.S.,Mackness,,2002,A new giant python from the Pliocene Bluff Downs Local Fauna of Northeastern Queensland,Alcheringa,,NA,NA,25,,425,437,journal article,English,
10707,ref,occ,J. E.,Sorauf,,,,2004,Permian corals of Timor (Rugosa and Tabulata): history of collection and study,Alcheringa,,NA,NA,28,1,157,183,journal article,English,
7163,ref,occ,D. L.,Strusz,,,,1982,"Wenlock brachiopods from Canberra, Australia",Alcheringa,,NA,NA,6,,105,142,journal article,English,
7179,ref,occ,D. L.,Strusz,,,,1984,"Brachiopods of the Yarralumla Formation (Ludlovian), Canberra, Australia",Alcheringa,,NA,NA,8,,123,150,journal article,English,
9779,ref,occ,J.,Wiffen,R. E.,Molnar,,1988,First pterosaur from New Zealand,Alcheringa,,NA,NA,12,,53,59,journal article,English,
10060,ref,occ,R. J.,Willink,,,,1980,Two new camerate crinoid species from the Permian of eastern Australia,Alcheringa,,NA,NA,4,03-Apr,227,232,journal article,English,
10587,ref,occ,O.S.,Vialov,,,,1984,Footprints of Vertebrates at Ipoitarnotz in the Lower Miocene of Hungary,All-State Paleontology Society,,NA,NA,,,20,21,abstract,English,
8493,ref,occ,C.,Hartkopf-Fröder,G. D.,Wood,K. Krainer,2001,"Palynology of the Permian Bolzano Volcanic Complex, Southern Alps, Italie, part 1: miospore preservation, quantitative spore color and quantitative fluorescene microscopy.",American Association of Stratigraphic Palynologists Foundation,,NA,NA,,,79,97,book/book chapter,English,
8742,ref,occ,J. W.,Hall,,,,1968,A new genus of Salviniaceae and a new species of Azolla from the late Cretaceous,American Fern Journal,,NA,NA,58,2,77,88,journal article,English,
6299,ref,occ,C. A.,Arnold,,,,1940,Structure and Relationships of Some Middle Devonian Plants from Western New York,American Journal of Botany,,NA,NA,27,2,57,63,journal article,English,
6323,ref,occ,H. P.,Banks,,,,1944,A New Devonian Lycopod Genus from Southeastern New York,American Journal of Botany,,NA,NA,31,10,649,659,journal article,English,
6434,ref,occ,H. P.,Banks,M. R.,Davis,,1969,"Crenaticaulis, A New Genus of Devonian Plants Allied to Zosterophyllum, and its Bearing on the Classification of Early Land Plants",American Journal of Botany,,NA,NA,56,4,436,449,journal article,English,
6315,ref,occ,C. B.,Beck,,,,1957,"Tetraxylopteris schmidtii Gen. et. sp. Nov., A Probable Pteridosperm Precursor from the Devonian of New York",American Journal of Botany,,NA,NA,44,,350,367,journal article,English,
6316,ref,occ,C. B.,Beck,,,,1953,A New Root Species of Callixylon,American Journal of Botany,,NA,NA,40,,226,233,journal article,English,
6443,ref,occ,C. B.,Beck,,,,1971,On the Anatomy and Morphology of Lateral Branch Systems of Archaeopteris,American Journal of Botany,,NA,NA,58,8,758,784,journal article,English,
6473,ref,occ,C. B.,Beck,,,,1978,"Periastron reticulatum Unger and Aerocortex kentuckiensis, n. gen. et sp., from the New Albany Shale of Kentucky",American Journal of Botany,,NA,NA,65,2,221,235,journal article,English,
6421,ref,occ,P. M.,Bonamo,,,,1977,Rellimia thomsonii (Progymnospermopsida) from the Middle Devonian of New York State,American Journal of Botany,,NA,NA,64,10,1272,1285,journal article,English,
6413,ref,occ,P. M.,Bonamo,H. P.,Banks,,1967,Tetraxylopteris schmidtii: Its Fertile Parts and its Relationships Within the Aneurophytales,American Journal of Botany,,NA,NA,54,6,755,768,journal article,English,
6313,ref,occ,P. M.,Bonamo,H.P.,Banks,,1966,Calamophyton in the Middle Devonian of New York State,American Journal of Botany,,NA,NA,53,8,778,791,journal article,English,
10387,ref,occ,L. D.,Boucher,S. R.,Manchester,W. S. Judd,2003,"An extinct genus of Salicaceae based on twigs with attached flowers, fruits, and foliage from the Eocene Green River Formation of Utah and Colorado, USA",American Journal of Botany,,NA,NA,90,,1389,1399,journal article,English,
4251,ref,occ,S. D.,Brack,,,,1970,On a New Structurally Preserved Arborescent Lycopsid Fructification from the Lower Pennsylvanian of North America,American Journal of Botany,,NA,NA,57,3,317,330,journal article,English,
6419,ref,occ,D. F.,Brauer,,,,1980,Barinophyton citrulliforme (Barinophytales Incertae Sedis Barinophytaceae) from the Upper Devonian of Pennsylvania,American Journal of Botany,,NA,NA,67,8,1186,1206,journal article,English,
6597,ref,occ,J. D.,Campbell,,,,1963,Callixylon from the Upper Devonian of Northwestern Alberta,American Journal of Botany,,NA,NA,50,7,648,652,journal article,English,
6310,ref,occ,L.M.,Carluccio,F.M.,Hueber,H.P. Banks,1966,"Archaeopteris macilenta, Anatomy and Morphology of its Fronds",American Journal of Botany,,NA,NA,53,7,719,730,journal article,English,
6459,ref,occ,M. A.,Cichan,C. B.,Beck,,1987,A Woody Lycopsid Stem from the New Albany Shale (Lower Mississippian) of Kentucky,American Journal of Botany,,NA,NA,74,11,1750,1757,journal article,English,
6780,ref,occ,M. A.,Cichan,T. N.,Taylor,,1982,Structurally preserved plants from southeastern Kentucky: Stauropteris biseriata sp. nov,American Journal of Botany,,NA,NA,69,9,1491,1496,journal article,English,
8553,ref,occ,P. R.,Crane,S. R.,Manchester,,1991,"Reproductive and vegetative structure of Nordenskioldia (Trochodendraceae), a vesselless dicotyledon from the Early Tertiary of the northern hemisphere",American Journal of Botany,,NA,NA,78,10,1311,1334,journal article,English,
7782,ref,occ,W. L,Crepet,K. C.,Nixon,,1998,Two new fossil flowers of magnoliid affinity from the Late Cretaceous of New Jersey,American Journal of Botany,,NA,NA,85,,1273,1288,journal article,English,
8108,ref,occ,A. A.,Cridland,,,,1963,"A Glossopteris flora from the Ohio Range, Antarctica",American Journal of Botany,,NA,NA,50,,186,195,journal article,English,
6339,ref,occ,J. M.,Dannenhoffer,P. A.,Bonamo,,1989,Rellimia thomsonii from the Givetian of New York: Secondary Growth in Three Orders of Branching,American Journal of Botany,,NA,NA,76,9,1312,1325,journal article,English,
6901,ref,occ,T.,Delevoryas,R. C.,Hope,,1973,"Fertile Coniferophyte remains from the Late Triassic Deep River Basin, North Carolina",American Journal of Botany,,NA,NA,60,8,810,818,journal article,English,
4258,ref,occ,R. L.,Dennis,,,,1968,"Rhabdoxylon Americanum Sp.N., A Structurally Simple Fern-Like Plant from the Upper Pennsylvanian of Illinois",American Journal of Botany,,NA,NA,55,8,989,995,journal article,English,
8539,ref,occ,D. L.,Dilcher,B.,Mehrotra,,1969,A study of leaf compressions of Knightiophyllum from Eocene deposits of southeastern North America,American Journal of Botany,,NA,NA,56,8,936,943,journal article,English,
8823,ref,occ,W. A.,DiMichele,M. O.,Rischbieter,"D. L. Eggert, R. A. Gastaldo",1984,"Stem and leaf cuticle of Karinopteris: Source of cuticles from the Indiana ""Paper"" Coal",American Journal of Botany,,NA,NA,71,5,626,637,journal article,English,
6403,ref,occ,M.,Fairon-Demaret,H. P.,Banks,,1978,"Leaves of Archaeosigillaria vanuxemii, A Devonian Lycopod from New York",American Journal of Botany,,NA,NA,65,2,246,249,journal article,English,
8536,ref,occ,E. M.,Friis,K. R.,Pedersen,P. R. Crane,1995,"Appomattoxia ancistrophora gen. et sp. nov., a new Early Cretaceous plant with similarities to Circaeaster and extant Magnoliidae",American Journal of Botany,,NA,NA,82,7,933,943,journal article,English,
4497,ref,occ,W. L.,Fry,,,,1954,"A study of the Carboniferous lycopod, Paurodendron, gen. nov",American Journal of Botany,,NA,NA,41,,415,428,,English,
9286,ref,occ,M. A.,Gandolfo,K.C.,Nixon,"W.L. Crepet, G.E. Ratcliffe",1997,A new fossil fern assignable to Gleicheniaceae from Late Cretaceous sediments of New Jersey,American Journal of Botany,,NA,NA,84,4,483,193,journal article,English,
8128,ref,occ,C.T.,Gee,,,,1985,A Late Jurassic flora from the Orville Coast-eastern Ellsworth Land region of the Antarctic Peninsula,American Journal of Botany,,NA,NA,72,6,894,894,journal article,English,
8389,ref,occ,A.,Graham,,,,1987,Miocene communities and paleoenvironments of Southern Costa Rica,American Journal of Botany,,NA,NA,74,10,1501,1518,journal article,English,
9028,ref,occ,A.,Graham,D.,Cozadd,"A. Areces-Mallea, N. O. Frederiksen",2000,Studies in neotropical paleobotany. XIV. A palynoflora from the Middle Eocene Saramaguacan Formation of Cuba,American Journal of Botany,,NA,NA,87,10,1526,1539,journal article,English,
9027,ref,occ,A.,Graham,K. M.,Gregory-Wodzicki,K. L. Wright,2001,"Studies in neotropical paleobotany. XV. A Mio-Pliocene palynoflora from the eastern cordillera, Bolivia: Implications for the uplift history of the Central Andes.",American Journal of Botany,,NA,NA,88,9,1545,1557,journal article,English,
6518,ref,occ,G. G.,Grove,G.W.,Rothwell,,1980,"Mitrospermum vinculum sp. nov., A Cardiocarpalean Ovule From the Upper Pennsylvanian of Ohio",American Journal of Botany,,NA,NA,67,7,1051,1058,journal article,English,
8743,ref,occ,J. W.,Hall,,,,1975,Ariadnaesporites and Glomerisporites in the Late Cretaceous: ancestral Salviniaceae,American Journal of Botany,,NA,NA,62,4,359,369,journal article,English,
8956,ref,occ,J. W.,Hall,,,,1969,Studies on fossil Azolla: Primitive types of megaspores and massulae from the Cretaceous,American Journal of Botany,,NA,NA,56,10,1173,1180,journal article,English,
8499,ref,occ,P. S.,Herendeen,B. F.,Jacobs,,2000,"Fossil Legumes from the Middle Eocene (46.0 Ma) Mahenge Flora of Singida, Tanzania",American Journal of Botany,,NA,NA,87,9,1358,1366,journal article,English,
6719,ref,occ,S. A.,Hill,S. E.,Scheckler,J. F. Basinger,1997,"Ellesmeris sphenopteroides, gen. et sp. nov., A new zygopterid fern from the Upper Devonian (Frasnian) of Ellesmere, N.W.T., Arctic Canada",American Journal of Botany,,NA,NA,84,1,85,103,journal article,English,
8983,ref,occ,R. K.,Jain,J. W.,Hall,,1969,A contribution to the Early Tertiary fossil record of the Salviniaceae,American Journal of Botany,,NA,NA,56,5,527,539,journal article,English,
6785,ref,occ,J. R.,Jennings,,,,1973,The morphology of Stigmaria stellata,American Journal of Botany,,NA,NA,60,5,414,425,journal article,English,
8573,ref,occ,J. H.,Jones,D. L.,Dilcher,,1980,Investigations of angiosperms from the Eocene of North America: Rhamnus marginatus (Rhamnaceae) reexamined,American Journal of Botany,,NA,NA,67,6,959,967,journal article,English,
8511,ref,occ,G. J.,Jordan,M. K.,Macphail,,2003,"A Middle-Late Eocene inflorescence of Caryophyllaceae from Tasmania, Australia",American Journal of Botany,,NA,NA,90,,761,768,journal article,English,
3924,ref,occ,A.,Kasper,H.,Andrews,,1972,"Pertica, a new genus of Devonian plants from northern Maine",American Journal of Botany,,NA,NA,59,,892,911,journal article,English,
3925,ref,occ,A.,Kasper,H.,Andrews,W. Forbes,1974,New fertile species of Psilophyton from the Devonian of Maine,American Journal of Botany,,NA,NA,61,,339,359,journal article,English,
7772,ref,occ,J. A.,Keller,P. S.,Herendeen,P. R. Crane,1996,Fossil flowers and fruits of the Actinidiaceae from the Campanian (Late Cretaceous) of Georgia,American Journal of Botany,,NA,NA,83,4,528,541,journal article,English,
6451,ref,occ,W. S.,Lacey,D. A.,Eggert,,1964,A Flora from the Chester Series (Upper Mississippian) of Southern Illinois,American Journal of Botany,,NA,NA,51,9,976,985,journal article,English,
6588,ref,occ,S,Leclercq,,,,1969,Calamophyton primaevum: The complex morphology of its fertile appendage,American Journal of Botany,,NA,NA,56,7,773,781,journal article,English,
6898,ref,occ,S. H.,Mamay,J. M.,Miller,"D. M. Rohr, W. E Stein, Jr.",1988,"Foliar morphology and anatomy of the gigantopterid plant Delnortea abbottiae, from the Lower Permian of West Texas",American Journal of Botany,,NA,NA,75,9,1409,1433,journal article,English,
8537,ref,occ,S. R.,Manchester,,,,1992,"Flowers, fruits, and pollen of Florissantia, an extinct Malvalean genus from the Eocene and Oligocene of western North America",American Journal of Botany,,NA,NA,79,9,996,1008,journal article,English,
8658,ref,occ,S. R.,Manchester,,,,1989,Attached reproductive and vegetative remains of the extinct American-European genus Cedrelospermum (Ulmaceae) from the Early Tertiary of Utah and Colorado,American Journal of Botany,,NA,NA,76,2,256,276,journal article,English,
6412,ref,occ,L. C.,Matten,,,,1968,Actinoxylon banksii gen. et sp. nov.: A Progymnosperm from the Middle Devonian of New York,American Journal of Botany,,NA,NA,55,7,773,782,journal article,English,
6414,ref,occ,L. C.,Matten,,,,1973,"The Cairo flora (Givetian) from eastern New York. I. Reimannia, terete axes, and Cairoa lamanekii gen. et sp. nov.",American Journal of Botany,,NA,NA,60,7,619,630,journal article,English,
6341,ref,occ,L. C.,Matten,H. P.,Banks,,1969,Stenokoleos bifidus sp. n. in the Upper Devonian of New York State,American Journal of Botany,,NA,NA,56,8,880,891,journal article,English,
6407,ref,occ,L. C.,Matten,H. P.,Banks,,1966,Triloboxylon ashlandicum gen. and sp. n. from the Upper Devonian of New York,American Journal of Botany,,NA,NA,53,10,1020,1028,journal article,English,
6722,ref,occ,B.,Meyer-Berthaud,S. E.,Scheckler,J. Bousquet,2000,The development of Archaeopteris: New evolutionary characters from the structural analysis of an Early Famennian trunk form southeast Morocco,American Journal of Botany,,NA,NA,87,4,456,468,journal article,English,
