reference_no,record_type,ref_type,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,publisher,pubcity,pubvol,pubno,firstpage,lastpage,publication_type,language,doi
13387,ref,occ,H. B.,Rollins,,,,1975,Gastropods from the Lower Mississippian Wassonville Limestone in southeastern Iowa,American Museum Novitates,,NA,NA,2579,,1,35,journal article,English,
13411,ref,occ,B.,Schaeffer,,,,1947,An Eocene serranid from Patagonia,American Museum Novitates,,NA,NA,1331,,1,9,journal article,English,
3133,ref,occ,G. G.,Simpson,,,,1930,"Holmesina septentrionalis, extinct giant armadillo of Florida",American Museum Novitates,,NA,NA,442,,1,10,journal article,English,
3157,ref,occ,G. G.,Simpson,,,,1959,A new Middle Eocene edentate from Wyoming,American Museum Novitates,,NA,NA,1950,,1,8,journal article,English,
3159,ref,occ,G. G.,Simpson,,,,1959,"Two new records from the Bridger Middle Eocene of Tabernacle Butte, Wyoming",American Museum Novitates,,NA,NA,1966,,1,5,journal article,English,
10800,ref,occ,G. G.,Simpson,,,,1937,New reptiles from the Eocene of South America,American Museum Novitates,,NA,NA,927,,1,3,journal article,English,
10970,ref,occ,G. G.,Simpson,,,,1938,A new marsupial from the Eocene of Patagonia,American Museum Novitates,,NA,NA,989,,1,5,journal article,English,
12855,ref,occ,G. G.,Simpson,,,,1936,Skeletal remains and restoration of Eocene Entelonychia from Patagonia,American Museum Novitates,,NA,NA,826,,1,12,journal article,English,
3176,ref,occ,M. F.,Skinner,B. E.,Taylor,,1967,"A revision of the geology and paleontology of the Bijou Hills, South Dakota",American Museum Novitates,,NA,NA,2300,,1,53,journal article,English,
10220,ref,occ,J. W.,Wells,,,,1953,Mesozoic Invertebrate Faunas of Peru Part 3. Lower Jurassic Corals from the Arequipa Region,American Museum Novitates,,NA,NA,,1631,1,14,journal article,English,
12778,ref,occ,F. W.,TRUE,,,,1910,"Description of a skull and some vertebrae of the fossil cetacean Diochtichus vanbenedeni from Santa Cruz, Patagonia",American Museum of Natural History Bulletin,,NA,NA,28,,19,32,journal article,English,
9077,ref,occ,E. D.,Cope,,,,1878,A new opisthocoelous dinosaur,American Naturalist,,NA,NA,12,6,406,,journal article,English,
9088,ref,occ,E. D.,Cope,,,,1879,New Jurassic Dinosauria,American Naturalist,,NA,NA,13,,402,404,journal article,English,
9090,ref,occ,E. D.,Cope,,,,1887,The dinosaurian genus <i>Coelurus</i>,American Naturalist,,NA,NA,21,,367,369,journal article,English,
5212,ref,occ,A.,Gilman,C.,Arambourg,,1975,"A Later Prehistory of Tangier, Morocco",American School of Prehistoric Research; Peabody Museum; Harvard University Bulletin,,NA,NA,29,,,,,English,
5211,ref,occ,B.,Howe,C.,Arambourg,Briggs L.C.,1967,"The Palaeolithic of Tangier, Morocco",American School of Prehistoric Research; Peabody Museum; Harvard University Bulletin,,NA,NA,22,,,,,English,
4119,ref,occ,R. H.,Wagner,,,,1985,"Upper Stephanian stratigraphy and palaeontology of the Puertollano Basin, Ciudad Real, Spain","An. Fac. Cien., Porto, Suppl. (Papers on the Carboniferous of the Iberian Peninsula)",,NA,NA,64,,171,231,journal article,English,
4120,ref,occ,R. H.,Wagner,J.,Talens,B. Melendez,1985,"Upper Stephanian stratigraphy an megaflora of Henarejos (province of Cuenca) in the Cordillera Iberica, central Spain","An. Fac. Cienc., Porto, Suppl. (Papers on the Carboniferous of the Iberian Peninsula)",,NA,NA,64,,445,480,journal article,English,
11517,ref,occ,F.,Caruso Jr,K.,Suguio,T. Nakamura,2000,The Quaternary geological history of the Santa Catarina southeastern region (Brazil),Anais da Academia Brasileira de Ciencias,,NA,NA,72,2,,,journal article,English,
10205,ref,occ,B. J.,MacFadden,R. G.,Wolff,,1981,Geological investigations of Late Cenozoic vertebrate-bearing deposits in southern Bolivia,"Anais II Congreso Latino-Americano de Paleontología, Porto Alegre",,NA,NA,2,,765,778,journal article,English,
12338,ref,occ,R.,Lydekker,,,,1894,Cetacean skulls from Patagonia,Anales del Museo de la Plata,,NA,NA,II,,1,13,journal article,Spanish,
6277,ref,occ,S. T.,Hussain,,,,1975,"Evolutionary and functional anatomy of the pelvic limb in fossil and recent Equidae (Perissodactyla, Mammalia)","Anatomie, Histologie, Embryologie",,NA,NA,4,,179,222,journal article,English,
5336,ref,occ,P.,Dechamps,B.,Nicks,"B. Canart, S. Buzitu, A. Dewaele",1990,Climatic environment and air quality in the farrowing units of a pig house,Ann. de Med. Vet.,,NA,NA,134,4,243,248,,English,
12836,ref,occ,A,Kroh,,,,2004,Cottreaucorys kollmanni n. sp. (Echinodermata: Echinoidea) and other new records from the Early Paleocene Bruderndorf Formation in Austria,Annalen den Naturhistorischen Museum Wien,,NA,NA,106A,,309,325,journal article,English,
12942,ref,occ,Z.,Szyndlar,G. A.,Zerova,,1990,Neogene cobras of the genus Naja (Serpentes: Elapidae) of East Europe,Annalen des Naturhistorischen Museums in Wien,,NA,NA,91A,,53,61,journal article,English,
10361,ref,occ,D.,Korn,,,,1993,The ammonoid faunal change near the Devonian-Carboniferous boundary,Annales de la Societe geologique de Belgique,,NA,NA,115,2,581,593,journal article,English,
6495,ref,occ,S. E.,Scheckler,,,,1986,"Geology, Floristics and Paleoecology of Late Devonian Coal Swamps from Appalachian Laurentia (U.S.A.)",Annales de la Societe geologique de Belgique,,NA,NA,109,,209,222,journal article,English,
12959,ref,occ,S.,Crasquin-Soleau,E.,Gradinaru,,1996,"Early Anisian Ostracode Fauna from the Tulcea Unit (Cimmerian North Dobrogean Oragen, Romania)",Annales de Paléontologie,,NA,NA,82,2,59,116,journal article,English,
12097,ref,occ,A.,Broschinksi,D.,Sigogneau-Russell,,1996,Remarkable lizard remains from the Lower Cretaceous of Anoual (Morocco),Annales de Paléontologie (Vert.–Invert.),,NA,NA,82,3,147,175,journal article,English,
9486,ref,occ,E. L.,Agrasar,,,,2003,New fossil crocodilians from the Middle/Upper Miocene of Tunisia,Annales de Paleontologie,,NA,NA,89,,103,110,journal article,English,
9496,ref,occ,M.,Pickford,,,,2000,"Crocodiles from the Beglia Formation, Middle/Late Miocene Boundary, Tunisia, and their significance for Saharan palaeoclimatology",Annales de Paleontologie,,NA,NA,86,1,59,67,journal article,English,
8026,ref,occ,O. A.,Hoeg,M.N.,Bose,,1960,"The Glossopteris flora of the Belgian Congo, with a note on some fossil plants from the Zambesi Basin (Mozambique)",Annales du Musee Royal du Congo Belge,,NA,NA,32,,1,99,journal article,French,
6911,ref,occ,N.K.,Pantic,,,,1981,"Macroflora and palynomorphs from Lower Jurassic of Budos Mountain, Montenegro",Annales Geologiques de la Peninsule Balkanique,,NA,NA,45,,157,171,journal article,French,
11185,ref,occ,C.-S.,Chiu,C.-K.,Li,C.-T. Chiu,1979,The Chinese Neogene - a preliminary review of the mammalian localities and faunas,Annales Geologiques des Pays Hellenica,,NA,NA,,1,263,272,journal article,French,
10300,ref,occ,E.,Roniewicz,,,,1984,Aragonitic Jurassic Corals from Erratic Boulders on the South Baltic Coast,Annales Societatis Geologorum Poloniae,,NA,NA,54,1,65,77,journal article,English,
7055,ref,occ,J.,Szulc,,,,2000,Middle Triassic evolution of the northern peri-Tethys area as influenced by early opening of the Tethys Ocean,Annales Societatis Geologorum Poloniae,,NA,NA,70,,1,48,journal article,English,
8271,ref,occ,W.N.,Edwards,,,,1934,Jurassic plants from New Zealand,Annals and Magazine of Natural History,,NA,NA,10,13,81,109,journal article,English,
11540,ref,occ,F.,M'Coy,,,,1851,On some new Silurian Mollusca,"Annals and Magazine of Natural History, including Zoology, Botany, and Geology",,NA,NA,77,,45,63,journal article,English,
10404,ref,occ,C. W.,Andrews,,,,1921,On some remains of a theropodous dinosaur from the Lower Lias of Barrow-on-Soar,"Annals and Magazine of Natural History, series 9",,NA,NA,8,,570,576,journal article,English,
9019,ref,occ,I.,Poole,R. J.,Hunt,D. J. Cantrill,2001,A fossil wood flora from King George Island: ecological implications for an Antarctic Eocene vegetation,Annals of Botany,,NA,NA,88,1,33,54,journal article,English,
1155,ref,occ,J. J.,Burke,,,,1935,Fossil rodents from the Eocene Uinta Series,Annals of Carnegie Museum,,NA,NA,25,2,5,12,journal article,English,
8346,ref,occ,F. M.,Carpenter,,,,1932,Jurassic insects from Solenhofen in the Carnegie Museum and the Museum of Comparative Zoology,Annals of Carnegie Museum,,NA,NA,21,,97,129,journal article,English,
344,ref,occ,J. L.,Carter,,,,1999,"Tournaisian (Early Osagean) brachiopods from a bioherm in the St. Joe Formation near Kenwood, Oklahoma",Annals of Carnegie Museum,,NA,NA,68,2,91,149,,English,
1386,ref,occ,E.,Douglass,,,,1909,,Annals of Carnegie Museum,,NA,NA,5,8,,,journal article,English,
13461,ref,occ,C. W.,Gilmore,,,,1916,Description of a new species of tortoise from the Jurassic of Utah,Annals of Carnegie Museum,,NA,NA,10,01-Feb,7,12,journal article,English,
1726,ref,occ,J. E.,Guilday,,,,1979,,Annals of Carnegie Museum,,NA,NA,48,24,,,journal article,English,
11096,ref,occ,P. A.,Holroyd,R. L.,Ciochon,,1995,"A new artiodactyl (Mammalia) from the Eocene Pondaung Sandstones, Burma",Annals of Carnegie Museum,,NA,NA,64,3,177,183,journal article,English,
2104,ref,occ,W. W.,Korth,,,,1982,,Annals of Carnegie Museum,,NA,NA,51,4,,,journal article,English,
2755,ref,occ,O. A.,Peterson,,,,1911,A new camel from the Miocene of western Nebraska,Annals of Carnegie Museum,,NA,NA,7,2,260,266,journal article,English,
2766,ref,occ,O. A.,Peterson,,,,1931,New Species of the genus Teleodus from the upper Uinta of northeastern Utah,Annals of Carnegie Museum,,NA,NA,20,03-Apr,307,312,journal article,English,
2922,ref,occ,P.,Robinson,,,,1966,,Annals of Carnegie Museum,,NA,NA,38,15,,,journal article,English,
2962,ref,occ,K. D.,Rose,K. C.,Beard,P. Houde,1993,,Annals of Carnegie Museum,,NA,NA,62,4,,,journal article,English,
3329,ref,occ,R. K.,Stucky,,,,1984,"Revision of the Wind River faunas, early Eocene of central Wyoming. Part 5. Geology and biostratigraphy of the upper part of the Wind River Formation, northeastern Wind River Basin",Annals of Carnegie Museum,,NA,NA,53,9,231,294,journal article,English,
3331,ref,occ,R. K.,Stucky,,,,1984,The Wasatchian-Bridgerian Land Mammal Age boundary (early to middle Eocene) in western North America,Annals of Carnegie Museum,,NA,NA,53,12,347,382,journal article,English,
13010,ref,occ,H.-D.,Sues,R. R.,Reisz,"S. Hinic, M. A. Raath",2004,"On the skull of Massospondylus carinatus Owen, 1854 (Dinosauria: Sauropodomorpha) from the Elliot and Clarens Formations (Lower Jurassic) of South Africa",Annals of Carnegie Museum,,NA,NA,73,4,239,257,journal article,English,
3341,ref,occ,J. F.,Sutton,C. C.,Black,,1975,,Annals of Carnegie Museum,,NA,NA,45,16,,,journal article,English,
3593,ref,occ,R. M.,West,,,,1972,,Annals of Carnegie Museum,,NA,NA,44,3,,,journal article,English,
10844,ref,occ,C. F.,Cooper,,,,1932,On some mammalian remains from the Lower Eocene of the London Clay,Annals of Natural History,,NA,NA,10,9,458,467,journal article,English,
5709,ref,occ,N.,Solounias,,,,1981,Mammalian fossils of Samos and Pikermi. Part 2. Resurrection of a classic Turolian fauna,Annals of the Carnegie Museum,,NA,NA,50,,231,270,,English,
5224,ref,occ,C. S.,Churcher,,,,1974,"Relationships of the Late Pleistocene Vertebrate Fauna from Kom Ombo, Upper Egypt",Annals of the Geological Survey of Egypt,,NA,NA,4,,363,384,,English,
9621,ref,occ,A. J.,Boucot,N.,Eldredge,"J. Gray, J. A. Pojeta, J. N. Theron",1986,Devonian invertebrates from the Bokkeveld Group below the Karoo succession near Sutherland,Annals of the Geological Survey of South Africa,,NA,NA,20,,119,128,journal article,English,
10559,ref,occ,H. N.,"Andrews, Jr.",,,,1949,"Nucellangium, a new genus of fossil seeds previously assigned to Lepidocarpon",Annals of the Missouri Botanical Garden,,NA,NA,36,,479,505,journal article,English,
8381,ref,occ,D. R.,Crabtree,,,,1987,Angiosperms of the Northern Rocky Mountains: Albian to Campanian (Cretaceous) megafossil floras,Annals of the Missouri Botanical Garden,,NA,NA,74,,707,747,journal article,English,
7877,ref,occ,D. L.,Dilcher,P. R.,Crane,,1984,Archaeanthus: an early angiosperm from the Cenomanian of the Western Interior of North America,Annals of the Missouri Botanical Garden,,NA,NA,71,2,351,383,journal article,English,
8695,ref,occ,A.,Graham,,,,1991,"Studies in Neotropical Paleobotany. X. The Pliocene communities of Panama - Composistion, numerical representations, and paleocommunity paleoenvironmental reconstructions.",Annals of the Missouri Botanical Garden,,NA,NA,78,,465,475,journal article,English,
8708,ref,occ,A.,Graham,,,,1989,Studies in neotropical paleobotany. VII. The Lower Miocene communities of Panama - the La Boca Formation,Annals of the Missouri Botanical Garden,,NA,NA,76,,50,66,journal article,English,
8737,ref,occ,A.,Graham,,,,1988,Studies in Neotropical Paleobotany. VI. The Lower Miocene Communities of Panama - The Cucaracha Formation.,Annals of the Missouri Botanical Garden,,NA,NA,75,,1467,1479,journal article,English,
8740,ref,occ,A.,Graham,,,,1988,Studies in Neotropical Paleobotany. V. The Lower Miocene Communities of Panama - The Culebra Formation.,Annals of the Missouri Botanical Garden,,NA,NA,75,,1440,1466,journal article,English,
8693,ref,occ,A.,Graham,D. L.,Jarzen,,1969,Studies in neotropical paleobotany. I. The Oligocene communities of Puerto Rico,Annals of the Missouri Botanical Garden,,NA,NA,56,,308,357,journal article,English,
7770,ref,occ,P. S.,Herendeen,S.,Magallon-Puebla,"R. Lupia, P. R. Crane, J. Kobylinska",1999,"A prelimimary conspectus of the Allon flora from the Late Cretaceous (Late Santonian) of central Georgia, U.S.A.",Annals of the Missouri Botanical Garden,,NA,NA,89,2,407,471,journal article,English,
6318,ref,occ,F. M.,Hueber,,,,1961,"Hepaticites devonicus, A New Fossil Liverwort from the Devonian of New York",Annals of the Missouri Botanical Garden,,NA,NA,48,,125,132,journal article,English,
6465,ref,occ,S.,Leclercq,H. N.,Andrews,,1960,"Calamophyton bicephalum, A New Species from the Middle Devonian of Belgium",Annals of the Missouri Botanical Garden,,NA,NA,47,1,1,25,journal article,English,
9841,ref,occ,R.,Broom,,,,1911,"On the dinosaurs of the Stormberg, South Africa",Annals of the South African Museum,,NA,NA,7,4,291,308,journal article,English,
10498,ref,occ,F.,Chapman,,,,1916,"Foraminifera and Ostracoda from the Upper Cretaceous onf Need's Camp, Buffalo River, Cape Province",Annals of the South African Museum,,NA,NA,12,,107,118,journal article,English,
5441,ref,occ,P. J.,Haarhoff,,,,1988,"A new fossil stork from the later Tertiary of Langebaanweg,South Africa",Annals of the South African Museum,,NA,NA,97,11,297,313,,English,
9818,ref,occ,S. H.,Haughton,,,,1924,The fauna and stratigraphy of the Stormberg Series,Annals of the South African Museum,,NA,NA,12,,323,497,journal article,English,
5397,ref,occ,Q. B.,Hendey,,,,1970,"A review of the geology and paleontology of the Plio/Pleistocene deposits at Langebaanweg, Cape Province",Annals of the South African Museum,,NA,NA,56,2,75,115,,English,
5408,ref,occ,Q. B.,Hendey,,,,1981,"Paleoecology of the late Tertiary fossil occurences in 'E' Quarry, Langebaanweg, South Africa and a reinterpretation of their geological context",Annals of the South African Museum,,NA,NA,84,1,1,104,,English,
4923,ref,occ,Q. G.,Hendey,,,,1978,"Preliminary report on the Miocene vertebrates from Arrisdrift, southwest Africa",Annals of the South African Museum,,NA,NA,76,,1,41,,English,
5412,ref,occ,B.,Kensley,,,,1972,"Pliocene marine invertebrates from Langebaanweg, Cape Province",Annals of the South African Museum,,NA,NA,60,4,173,190,,English,
5413,ref,occ,B.,Kensley,,,,1977,"A second assemblage of Pliocene invertebrate fossils from Langebaanweg, Cape",Annals of the South African Museum,,NA,NA,72,1,189,210,,English,
5416,ref,occ,S. L.,Olson,,,,1985,"Early Pliocene Procellariformes (Aves) from Langebaanweg, south-western Cape Province, South Africa",Annals of the South African Museum,,NA,NA,95,3,123,145,,English,
5423,ref,occ,G. G.,Simpson,,,,1979,"A new genus of late Tertiary penguin from Langebaanweg, South Africa",Annals of the South African Museum,,NA,NA,78,1,1,9,,English,
3989,ref,occ,S.,Hirst,,,,1923,"On some arachnid remains from the Old Red Sandstone (Rhynie Chert Bed, Aberdeenshire)",Annual Magazine of Natural History,,NA,NA,9,,455,474,journal article,English,
9125,ref,occ,S.,Adachi,H.,Igo,"K. Sashida, N. Nakornsri",1993,"Triassic coral buildups observed in the Chaiburi Formation, near Phatthalung, Peninsular Thailand",Annual Report of the Institute of Geoscience of the University Tsukuba,,NA,NA,19,,27,31,journal article,English,
11632,ref,occ,H. S.,Ladd,,,,1929,The stratigraphy and paleontology of the Maquoketa shale of Iowa,Annual Report of the State Geologist,,NA,NA,34,,305,448,journal article,English,
8077,ref,occ,E. L.,Taylor,T.N.,Taylor,"J.L. Isbell, R. Cuneo",1989,Fossil floras of southern Victoria Land. 2. Kennar Valley.,Antarctic Journal U.S.,,NA,NA,24,,26,28,journal article,English,
11406,ref,occ,J. S.,Buckeridge,,,,2000,"A new species of Austrobalanus (Cirripedia, Thoracia) from Eocene erratics, Mount Discovery, McMurdo Sound, East Antarctica",Antarctic Research Series,,NA,NA,76,,329,333,journal article,English,
7967,ref,occ,J. W.,Collinson,D.C.,Pennington,N.R. Kemp,1986,"Stratigraphy and petrology of Permian and Triassic fluvial deposits in northern Victoria Land, Antarctica",Antarctic Research Series,,NA,NA,46,,211,242,journal article,English,
4158,ref,occ,H. F.,Filkorn,,,,1994,"Fossil scleractinian corals from James Ross Basin, Antarctica",Antarctic Research Series,,NA,NA,65,,1,96,serial monograph,English,
11903,ref,occ,R. E.,Fordyce,PG,Quilty,J Daniels,2002,"Australodelphis mirus, a bizarre new toothless ziphiid-like fossil dolphin (Cetacea: Delphinidae) from the Pliocene of Vestfold Hills, East Antarctica.",Antarctic Science,,NA,NA,14,1,37,54,journal article,English,
8129,ref,occ,C.T.,Gee,,,,1989,"Permian Glossopteris and Elatocladus megafossil floras from the English Coast, eastern Ellsworth Land, Antarctica",Antarctic Science,,NA,NA,1,,35,44,journal article,English,
8061,ref,occ,S.,McLoughlin,S.,Lindstrom,A.N. Drinnan,1997,"Gondwanan floristic and sedimentological trends during the Permian-Triassic transition: new evidence from the Amery Group, northern Prince Charles Mountains, East Antarctica",Antarctic Science,,NA,NA,9,3,281,298,journal article,English,
9854,ref,occ,T. R.,Riley,J. A.,Crame,"M. R. A. Thomson, D. J. Cantrill",1997,"Late Jurassic (Kimmeridgian-Tithonian) macrofossil assemblage from Jason Peninsula, Graham Land: evidence for a significant northward extension of the Latady Formation",Antarctic Science,,NA,NA,9,4,434,442,journal article,English,
6143,ref,occ,G.,Regnell,,,,1956,Silurian echinoids from Gotland,Arkiv for Mineralogi och Geology,,NA,NA,2,7,155,178,,Russian,
9275,ref,occ,M. A.,Raath,,,,1972,Fossil vertebrate studies in Rhodesia: a new dinosaur (Reptilia: Saurischia) from near the Tria-Jurassic boundary,Arnoldia,,NA,NA,5,31,1,37,journal article,English,
9278,ref,occ,M. A.,Raath,,,,1972,First record of dinosaur footprints from Rhodesia,Arnoldia,,NA,NA,5,37,1,5,journal article,English,
12925,ref,occ,M. A.,Raath,,,,1974,Fossil vertebrate studies in Rhodesia: Further evidence of gastroliths in prosauropod dinosaurs,Arnoldia,,NA,NA,7,5,1,7,journal article,English,
12927,ref,occ,M. A.,Raath,,,,1969,A new coelurosaurian dinosaur from the Forest Sandstone of Rhodesia,Arnoldia (Rhodesia),,NA,NA,4,28,1,254,journal article,English,
11946,ref,occ,D.,Munyikwa,,,,1996,s,Arnoldia Zimbabwe,,NA,NA,10,6,36,45,journal article,English,
11947,ref,occ,D.,Munyikwa,,,,1997,"Faunal analysis of Karoo-aged sediments in the northern Limpopo Valley, Zimbabwe",Arnoldia Zimbabwe,,NA,NA,10,13,129,140,journal article,English,
8158,ref,occ,G.,Bond,,,,1968,The flora of the Black Shale and Coal Group (K2) in the mid-Zambezi Basin,"Arnoldia, National Museums of Southern Rhodesia Miscellaneous Publications",,NA,NA,3,,1,2,journal article,English,
8719,ref,occ,A. W. A.,Kellner,D. d. A.,Campos,,2002,On a theropod dinosaur (Abelisauria) from the continental Cretaceous of Brazil,"Arquivos do Museu Nacional, Rio de Janeiro",,NA,NA,60,3,163,170,journal article,English,
11108,ref,occ,J. H.,Hutchison,P. A.,Holroyd,R. L. Ciochon,2004,"A preliminary report on southeast Asia's oldest Cenozoic turtle fauna from the late middle Eocene Pondaung Formation, Myanmar",Asiatic Herpetological Research,,NA,NA,10,,38,52,journal article,English,
12325,ref,occ,A. W.,Crompton,K. K.,Smith,,1980,A new genus and species of crocodilian from the Kayenta Formation (Late Triassic?) of Northern Arizona,"Aspects of Vertebrate History: Essays in Honor of Edwin Harris Colbert, L. L. Jacobs (ed.), Museum of Northern Arizona Press",,NA,NA,,,193,217,book/book chapter,English,
10591,ref,occ,L. L.,Jacobs,P. A.,Murry,,1980,"The vertebrate community of the Triassic Chinle Formation near St. Johns, Arizona","Aspects of Vertebrate History: Essays in Honor of Edwin Harris Colbert, L. L. Jacobs (ed.), Museum of Northern Arizona Press",,NA,NA,,,55,71,book/book chapter,English,
2536,ref,occ,M. C.,McKenna,,,,1980,"Late Cretaceous and Early Tertiary vertebrate paleontological reconnaissance, Togwotee Pass area, northwestern Wyoming","Aspects of Vertebrate History: Essays in Honor of Edwin Harris Colbert, L. L. Jacobs (ed.), Museum of Northern Arizona Press",,NA,NA,,,323,343,book/book chapter,English,
10246,ref,occ,E.,Roniewicz,,,,1989,"Triassic Corals of the Zlambach Beds, Northern Calcareous Alps, Austria","Österreichische Akademie der Wissenschaften, Mathematisch- naturwissenschaftliche Klasse, Denkschriften",,NA,NA,126,,1,152,journal article,German,
12499,ref,occ,H.,Thomas,S.,Sen,"M. Khan, B. Battail, G. Ligabue",1982,"The Lower Miocene Fauna of Al-Sarrar (Eastern Province, Saudi Arabia)",Atlal,,NA,NA,5,3a,109,136,journal article,English,
11614,ref,occ,P.,Mazza,M.,Rustoni,,1994,The fossil bear from Seneze (Southern France),"Atti Della Accademia Nazionale dei Lincei, Classe di Scienze Fisiche, Matematiche e Naturali, Rendiconti Lincei, Serie 9 (Rend. Fisc. Acc. Lincei)",,NA,NA,5,1,17,26,journal article,English,
13048,ref,occ,G.,Bianucci,,,,1995,A new record of baleen whale from the Pliocene of Tuscany (Italy),Atti della Società toscana di scienze naturali residente in Pisa. Serie A : memorie.,,NA,NA,102,,101,104,journal article,Italian,
8334,ref,occ,I.M.,Stevanovic-Walls,,,,2001,"A paleontological study of an Early Pennsylvanian forest preserved above the Blue Creek Coal seam, Pottsville, Formation, Northwestern Alabama","Auburn University, unpublished M.Sc. thesis",,NA,NA,,,1,98,M.S. thesis,English,
11595,ref,occ,J.,Pojeta,J.,Gilbert-Tomlinson,J.H. Shergold,1977,Cambrian and Ordovician rostroconch molluscs from Northern Australia,"Australian Bureau of Mineral Resources, Geology and Geophysics Bulletin",,NA,NA,171,,1,54,serial monograph,English,
12571,ref,occ,M.,Chow,T. H. V.,Rich,,1982,"Shuotherium dongi, n. gen. and sp., a therian with pseudo-tribosphenic molars from the Jurassic of Sichuan, China",Australian Mammalogy,,NA,NA,54,,127,142,journal article,English,
12185,ref,occ,T. T.,Flynn,,,,1923,A whale of bygone days,Australian Museum Magazine,,NA,NA,1,,266,272,journal article,English,
5586,ref,occ,F.,Hivernel,,,,1983,"Excavations at Ngenyn(Baringo District,Kenya)",Azania,,NA,NA,18,,45,79,,English,
1098,ref,occ,R. W.,Blob,,,,1992,,"B. A. thesis, U Penn",,NA,NA,,,,,journal article,English,
12848,ref,occ,R.H.B,Fraaye,H,Summesberger,,1999,"New crustacean records from Late Campanian of the Gschliefgraben (Crateceous, Austria)",Beiträge zur Paläontologie,,NA,NA,24,,1,6,journal article,English,
12849,ref,occ,J. W. M.,Jagt,,,,1999,"Late Campanian echinoids and crinoids from the Gschliefgraben (Ultrahelvetic, Austria)",Beiträge zur Paläontologie,,NA,NA,24,,7,22,journal article,English,
12851,ref,occ,K.-A,Tröger,H,Summesberger,P. Skoumal,1999,"Inoceramidae from the Campanian (Upper Cretaceous) of the Gschliefgraben (Ultrahelvetic, Austria)",Beiträge zur Paläontologie,,NA,NA,24,,41,61,journal article,English,
8611,ref,occ,E,Tsoukala,,,,1999,"Quaternary large mammals from the Apidima Caves (Lakonia, S. Peloponnese, Greece",Beitraege zur palaeontologie,,NA,NA,24,,207,229,journal article,English,
13329,ref,occ,G.,Pilleri,,,,1986,,Beobachtungen an Den Fossilen Cetaceen des Kaukasus,,NA,NA,,,1,40,book/book chapter,German,
9307,ref,occ,I. D.,Somerville,P.,Cozar,S. Rodríguez,2003,"Late Viséan rugose coral faunas from south-eastern Ireland: composition, depositional setting and palaeoecology of Siphonodendron biostromes",Berichte des Institutes für Geologie und Paläontologie der Karl-Franzens-Universität Graz,,NA,NA,7,,99,,abstract,English,
9306,ref,occ,M.,Stadelmaier,M.,Nose,"A. May, S. Schröder, C. Salerno",2003,"Structure and environment of tabulate coral assemblages from the Middle Devonian of the Eifel Hills (Rhenish Slate Mountains, Germany)",Berichte des Institutes für Geologie und Paläontologie der Karl-Franzens-Universität Graz,,NA,NA,7,,103,,abstract,English,
11049,ref,occ,D. K.,Pandey,F. T.,Fürsich,,2003,Jurassic corals of east-central Iran,Beringeria,,NA,NA,32,,1,138,journal article,English,
9341,ref,occ,R. C.,Baron-Szabo,,,,1995,"Taxonomy and palaeoecology of Late Miocene corals of NW-Crete (Gramvoússa, Roka- and Koukounaras-Fms.)",Berliner geowissenschaftliche Abhandlungen,,NA,NA,E16,,569,577,journal article,English,
10147,ref,occ,C,Neumann,,,,1996,The mode of life and paleobiogeography of the genus Douvillaster Lambert (Echinoidea: Spatangoida) as first recorded in the Lower Cretaceous (Albian) of Spain,Berliner geowissenschaftliche Abhandlungen,,NA,NA,E18,,257,265,journal article,English,
7942,ref,occ,E.,Klitzsch,A.,Lejal-Nicol,,1984,Flora and fauna from strata in southern Egypt and northern Sudan (Nubia and surrounding areas),Berliner geowissenschaftliche Abhandlungen Reihe A,,NA,NA,50,,47,79,journal article,English,
7797,ref,occ,E. M.,Friis,P. R.,Crane,K. R . Pedersen,1988,Reproductive structures of Cretaceous Platanaceae,Biologiske Skrifter Det Kongelige Danske Videnskskabernes Selskab,,NA,NA,31,,1,55,journal article,English,
9606,ref,occ,M.,Mergl,D.,Massa,,1992,Devonian and Lower Carboniferous brachiopods and bivalves from western Libya,Biostratigraphie du Paleozoique,,NA,NA,12,,1,115,serial monograph,English,
8272,ref,occ,W.S.,Lacey,,,,1974,Some new African Gondwana plants,Birbal Sahni Institute of Paleobotany Special Publication,,NA,NA,2,,34,41,journal article,English,
59,ref,occ,B.,Kokoszynska,,,,1956,Lower Cretaceous of the neighborhood of Tomaszow Mazowiecki (Central Poland),"Biuletyn Instytutu geologicznego, Warszawa",,NA,NA,113,,5,64,,Polish,
11386,ref,occ,N. W.,Archbold,,,,1991,Early Permian Brachiopoda from Irian Jaya,BMR Journal of Australian Geology & Geophysics,,NA,NA,12,,287,296,journal article,English,
1482,ref,occ,I.,Ferrusquia-Villafranca,,,,1978,,Bol Univ Nac Aut Mex Inst Geol,,NA,NA,101,,193,321,journal article,Unknown,
9834,ref,occ,E. V.,Krasnov,,,,1997,Early Mesozoic reef-like coral communities development in the Russian Far East,"Boletín de la Real Sociedad Espanola de Historia Natural, Sección Geológica",,NA,NA,92,,61,64,journal article,Spanish,
8188,ref,occ,J.V.L.,Rennie,,,,1937,Fossils from the Lebombo Volcanic Formation,"Boletim dos Servicos de Industria, Minas e Geologia. Serie de Geologia e Minas - Memorias e Comunicacoes",,NA,NA,,1,13,24,journal article,Portuguese,
