"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5232.07829269631","5341.48526210939","4928.10880047897","4650.98823724828","4199.44034494361","3854.03197576776","4047.99073070163","4606.71959093066","5073.96192858346","5344.65821344333","5808.35742604515","6248.21138190261","6709.84550302815","7367.1937790108","8489.48408708654","9642.42979293825","10994.7667382997","12317.4565013878","13885.7467207581","14050.8803096121","15349.2281344273","16543.0437300092","18071.5055962673","18948.4684736964","18955.907025082","18041.2425036167","17725.7521791512","18280.1989190642","19345.2801947979","19997.0577636148","",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3334.94177678189","3771.06753263044","4251.05512277019","4547.69655629289","4557.32179700747","4563.86987352541","4565.46301549608","4638.59388450423","4682.42021500796","4978.2383456905","5558.48644917286","5766.02023058147","5963.24621155309","6467.24100097829","6781.13340985142","6945.57375875207","7306.76196551107","7347.2419522451","7554.36672024743","7438.78218131445","7563.65016475826","7684.81762197575","7272.87001468807","7226.99483075387","7170.52946398798","7244.39107837677","7179.46231905401","7108.86670023719","7291.73463205945","7314.63199191617","",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30763.1496818153","30837.9682069278","31751.066928562","33302.1947046616","33980.7730839146","35961.2499941418","37332.678312658","39481.7208996381","41179.6267877665","42946.2467963082","47571.7393684886","51566.7978184239","51273.6662940763","53654.9082423751","56011.346357821","58344.0710136938","71580.6220719782","75534.9775998563","75121.6481269854","71040.1736798704","70620.080683347","69998.8434204712","67453.8205236015","68993.2274876771","68775.4467426718","71873.2280578182","76362.0514142141","81834.9558735543","83404.2744996891","85417.6290253552","",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2374.67792244663","2530.23834716546","2575.60428466896","2692.07637694693","2818.55836933606","2950.81343608815","3072.63573663703","3215.09101674969","3347.60994420504","3344.22854399819","3437.61887776643","3504.7400553462","3580.81761151236","3677.63873703052","3863.45415091144","4086.37389488737","4335.38310169564","4575.66375837663","4868.44414304778","4986.46245410146","5167.11391817954","5460.25545403167","5921.64947773198","6624.80529343012","7056.82836431613","7133.87445757502","7499.77885938035","8423.69680584065","8866.37883394526","9110.55582043167","",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6701.20904417979","6909.92174564806","6915.31270219379","7287.07540342039","7712.67167401152","8090.89000007492","8288.17894959802","8582.06774052655","8575.87350838909","8611.90022976481","9060.78639967067","9260.76595890702","9568.06384765569","9733.77081639542","10445.3445105993","10988.9586843713","11642.4439466158","12549.9279809866","13312.7634156653","13269.1185719948","14299.5516971693","15040.0581828206","15046.2898798158","15588.7262064568","15718.5656477083","14744.1129133865","14256.1632471211","14519.8491302518","14951.8109956354","15299.9872589341","",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9579.67602024713","9482.19199715847","9112.0752322348","9366.7400846725","9721.58035630343","10084.8913605393","10634.1716682714","11282.2311465317","11784.1165620115","11944.8123587189","12704.9357003097","12630.6649260276","12887.7319472812","13368.4473972072","13873.845692955","14815.9564414089","16098.0945007386","16820.4136356213","17190.9462185691","16374.6898274304","16127.8113836773","16304.3824246065","15310.0059950864","15334.720366479","15175.4956415237","15510.824290378","15952.0703078728","15788.8205162215","16056.6892690523","16330.8876795581","",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55913.6509333686","57945.7000065853","60345.0876506348","60249.5903931158","61767.234078044","64188.1187523425","65587.4117416245","64190.9861773336","63097.4617232063","64533.3059370697","66439.3361395962","68350.5334081103","70716.7593744497","72755.7329954631","73808.52672627","75213.7551158633","79772.6751005378","81013.4222035185","80036.1131605002","78297.7071865704","80277.5456882089","83935.012512764","88247.7277411733","83787.0606229269","81373.0180738329","62541.680359491","56296.0197678199","60995.6811141379","61859.9779118091","64847.6517376043","",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1507.33363777505","1540.83993692015","1648.81995168191","1727.61837621889","1854.31299483814","2016.79681880908","2140.61105391554","2251.93569275781","2357.8219752487","2522.47416208008","2696.34645578181","2923.1309910172","3229.54552824571","3480.08971359334","3723.42675605727","4056.18381367351","4412.46978616001","5302.71029368762","5608.47775890273","5972.9234015808","6693.50614846034","7295.84280502124","7912.13336694868","7989.65543098848","8666.41956699771","9500.76818875845","10457.201800922","11142.3999477275","11624.9210323606","12355.7935697174","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5682.07212181635","6124.06078724981","6270.3188215586","6375.62230369112","6583.55382644301","7022.20703359701","7388.84233857775","7953.38103003007","7897.10569668149","8597.67488298639","8784.18873131477","8830.92115572165","9347.82410442604","9790.96333528038","10144.5408583407","10733.219515945","11742.5198309264","12780.6318671403","13552.6121474","12366.5350295328","13352.2946534712","14252.7130521564","13590.5155297994","14707.7019221216","16300.8685335942","15547.1643247545","17260.3047104121","17253.2806291006","18063.7639328552","18552.7532590413","",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635.438830893148","637.008166134224","593.038908763406","591.745474363269","616.024446453509","655.889765067254","624.596673190345","652.435072039324","674.280671477019","692.204671046794","674.439740085479","704.222164487799","725.615024693439","684.956626233994","730.748453961372","745.572863180151","789.210791930019","831.607791848706","849.941447958999","916.187283149531","958.920448341985","1012.65808884034","1102.02653199185","738.475390341037","720.3234642228","787.013081642243","851.071921080369","912.80205230035","955.84011702071","986.680896715623","",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20150.787992707","20145.9254666282","20550.63353963","21363.6334802633","22555.342375438","23403.4815153098","23963.9676031324","25167.3101503635","26220.4431575046","27745.8065524148","29265.7281278482","30107.8788411777","30853.201316329","32219.4287486237","33795.6837049447","36211.0845984165","37995.0048039266","39451.3195275281","40275.9898957504","38794.9307164986","40019.2054024998","41569.449617197","42290.9654102745","44298.5787342765","45753.7505547994","44671.4406809074","46480.4653626012","48633.829775434","50077.7962363282","51341.7051667877","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7096.42072051603","6652.38632536682","6684.76300524732","6956.04390424431","7393.20348977459","7979.18667207043","8384.36820800881","8700.3958215436","9093.95117621882","9393.39853057002","10014.9132188646","10798.7741826235","11625.2724919936","12321.4105157202","13462.2146913922","14302.1326024945","15891.7116944373","17729.6288123907","19661.0211520785","19705.7462634785","20800.0169093385","22181.4129023183","22962.7884788847","23954.0390953403","24969.8943615227","26128.9444186916","27811.7624975803","30018.2364945663","31869.6671012449","34373.0846136131","",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27586.7607022349","27907.506237724","28218.174950214","28588.8060346979","29335.2536579767","29893.9615758139","30526.438548931","31805.1331040588","32918.5019899728","33814.0792910998","35763.0108321643","36778.374682085","37718.3040957379","37713.9613680135","39170.1811017538","40572.2632072283","45098.8079232011","49742.722651561","52584.7349547922","51808.2472831141","53107.38553407","56183.8325669209","57849.5839515252","60108.5163468318","61902.1624060426","63938.9800050466","65720.146539051","67139.0498816081","69357.4860551593","70989.2581058374","",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4511.16997825586","4952.53848210155","5622.77735855376","6119.38019460833","6568.78082455401","7351.82886112748","8011.57109591562","8637.33061678494","8995.76512018912","8977.11749765428","9553.56652260893","9972.65109521817","10333.0636606751","10841.3238171049","11812.6349740889","12746.5833879323","15753.962990375","16941.8359830089","16501.8069214628","16159.6052340491","18161.8039224929","20342.5709204911","21507.7074027908","22439.2783559589","22786.6556023986","22688.010028137","22710.0170647296","23663.8852921125","24765.2345896396","25154.9928229185","",
"China","CHN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","982.500870266364","1094.771431398","1263.4163182356","1456.07946958358","1662.1587588087","1862.55412217607","2063.11692633552","2269.20140131463","2451.15280373379","2653.97362579369","2920.56079086362","3210.00939556568","3534.84912989295","3937.31287529207","4425.87419110668","5053.94579833165","5836.57343668074","6810.60390004322","7574.2244550409","8307.84951918894","9253.76518767716","10299.870694002","11197.5969363537","11923.7526189386","12549.7718312938","12978.7689105711","13572.6199886903","14344.4212394407","15614.3052820791","16829.8670782368","",
"Cote d'Ivoire","CIV","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2053.96694683053","2049.11307189497","2017.25328237955","1989.75604450658","1979.55323559674","2094.27926313629","2224.55894623272","2275.40131472551","2343.41620049193","2348.93035412368","2291.44115265653","2289.12595620824","2236.32908601374","2199.90095819971","2239.75497032836","2300.12223220366","2354.29134376043","2406.77894427282","2460.24709305659","2501.7285220973","2522.3649297953","2404.04227964872","2626.06838275999","2828.40134144047","3127.4791681667","4652.89062085021","4726.98312102936","4830.75170129491","5156.0938486893","5443.22483894621","",
"Cameroon","CMR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1855.40906897592","1790.70636374893","1723.39806994126","1578.25503483264","1600.54487505407","1644.92959432492","1701.69958073833","1774.15198021532","1826.59518072494","1882.77709498205","1941.6971286159","2017.01136480811","2079.76020931616","2156.69139627384","2302.1161435595","2357.04811710389","2444.75394273864","2562.26353978899","2629.88696474255","2634.67741742717","2681.88681699506","2773.89666656205","2855.44615572722","3002.61078104672","3185.3551485686","3260.52496906015","3405.05758901073","3554.5251558947","3691.33429266919","3803.45724026778","",
"Congo, Dem. Rep.","COD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.773089036979","805.60370969446","709.285661067984","604.305991321613","571.962353034836","569.327298789314","557.970362591678","522.631954274912","508.073575980297","481.907251482141","447.082198397239","435.076334075443","441.82030855645","460.770152571176","489.419993636004","518.840239304256","545.151474158515","575.749115813194","603.287907483007","604.844154106526","633.913123650304","668.9408609868","669.56746203289","753.48513638362","849.760795523223","905.450456845892","963.669308905139","1059.8107753086","1112.34609176137","1146.53586681718","",
"Congo, Rep.","COG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3182.06571222529","3277.2958690268","3346.08922874314","3299.16498734024","3096.84507172276","3196.48154396071","3299.28567523589","3240.44287779125","3302.22625861532","3170.19096635128","3387.40448555401","3492.25715583288","3606.42242540737","3598.33948966653","3710.8987027982","4363.25091377984","4695.69079739009","4350.75649462998","4555.9862258958","4959.40701166494","5349.83832328262","5428.23906504819","6335.78434717101","6068.99573377483","5888.28297350804","4664.32232446703","3883.57795363254","4274.29641446159","4002.11307577352","3835.66258234277","",
"Colombia","COL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5012.22134141208","5182.76995062917","5408.87068252222","5724.01671111944","6070.67465241217","6401.8137305606","6535.5295125424","6758.27056903524","6758.5257494337","6460.90682650889","6690.37375103851","6843.73903643331","7018.08201866356","7319.5432121236","7806.05050941487","8324.75468878013","9035.56563955075","9781.9704077819","10179.244841547","10258.9708395312","10731.6459149098","11604.102283016","12018.6512847411","12727.764931531","13307.4245015783","13265.7972569151","13951.077326709","14313.9163862091","14962.1672216513","15634.7051315788","",
