"reference_no","samp_country","aff_country"
44834,"Brazil","Brazil"
48485,"Greece","Greece"
51943,"Argentina","Argentina"
52454,"Romania","Romania"
52454,"Romania","Turkey"
56628,"USA","Germany"
56628,"USA","USA"
59537,"Egypt","USA"
46145,"Spain","Spain"
44880,"China","China"
48728,"China","China"
49993,"USA","Germany"
60840,"France","Belgium"
60840,"France","France"
60847,"France","France"
60847,"France","Belgium"
45317,"Sweden","Denmark"
45317,"Sweden","Sweden"
46099,"USA","USA"
48757,"Argentina","Argentina"
55409,"Serbia","Czech Republic"
55409,"Serbia","Serbia"
46089,"Uzbekistan","USA"
46089,"Uzbekistan","Russia"
47320,"Austria","Austria"
51112,"China","China"
51112,"China","USA"
51112,"China","Canada"
51112,"China","Poland"
56458,"China","China"
56458,"China","Canada"
56458,"China","Australia"
56458,"China","USA"
43711,"China","China"
43711,"China","Russia"
44661,"Poland","Poland"
44661,"Poland","Sweden"
42494,"Argentina","Argentina"
42494,"Argentina","Sweden"
38874,"Argentina","Argentina"
38874,"Argentina","UK"
70156,"Greece","Greece"
71016,"Uzbekistan","Russia"
71016,"Uzbekistan","USA"
49965,"Portugal","Portugal"
49965,"Portugal","Germany"
49965,"Portugal","France"
44145,"Brazil","Argentina"
44145,"Brazil","Brazil"
39188,"China","China"
55230,"New Zealand","New Zealand"
55230,"New Zealand","Australia"
41402,"Oman","Switzerland"
41402,"Oman","Austria"
41402,"Oman","Canada"
41402,"Oman","France"
41402,"Oman","Italy"
44917,"UK","UK"
59257,"Tanzania","UK"
59257,"Tanzania","USA"
59257,"Tanzania","Italy"
59257,"Tanzania","Tanzania"
42623,"Spain","Switzerland"
42623,"Spain","Mexico"
42623,"Spain","Spain"
39707,"UK","UK"
39707,"UK","France"
41899,"Spain","Spain"
48101,"Brazil","Brazil"
48101,"Brazil","Italy"
48101,"Brazil","Argentina"
15583,"Argentina","Argentina"
43360,"Argentina","Argentina"
72157,"Taiwan","Taiwan"
72157,"Taiwan","Japan"
45189,"Argentina","Argentina"
42686,"Spain","Spain"
42686,"Spain","Hungary"
45596,"Brazil","Brazil"
45596,"Brazil","Spain"
45596,"Brazil","UK"
51910,"Brazil","Brazil"
67273,"Brazil","Brazil"
48434,"Argentina","Argentina"
42629,"France","Spain"
42629,"France","France"
43435,"Spain","Spain"
56800,"Argentina","Argentina"
47906,"Canada","Canada"
47906,"Canada","UK"
44001,"China","UK"
44001,"China","China"
37144,"Argentina","Argentina"
46591,"Madagascar","France"
46591,"Madagascar","Switzerland"
42693,"USA","USA"
44829,"Argentina","Argentina"
44829,"Argentina","Germany"
69100,"USA","USA"
69100,"USA","Japan"
48537,"Hungary","Hungary"
41366,"China","China"
61057,"Australia","Australia"
61057,"Australia","New Zealand"
68028,"Argentina","Argentina"
57358,"China","France"
42681,"China","China"
42681,"China","USA"
48149,"Argentina","Argentina"
48149,"Argentina","UK"
47015,"India","India"
62954,"USA","Germany"
62954,"USA","USA"
67938,"Morocco","Morocco"
67938,"Morocco","Germany"
45110,"South Korea","South Korea"
54026,"Japan","Japan"
39483,"Argentina","Argentina"
39483,"Argentina","USA"
43687,"China","China"
43687,"China","Russia"
39191,"Brazil","France"
39191,"Brazil","Germany"
39186,"UK","UK"
39186,"UK","Russia"
51825,"Poland","Poland"
44501,"Spain","USA"
47915,"Greece","Greece"
69308,"Greece","Greece"
47164,"Argentina","Argentina"
50009,"USA","Japan"
50009,"USA","USA"
50222,"Germany","Italy"
50222,"Germany","Germany"
50222,"Germany","Netherlands"
49842,"China","South Korea"
49842,"China","China"
41707,"Mongolia","Australia"
41707,"Mongolia","China"
41707,"Mongolia","Mongolia"
39189,"China","China"
39189,"China","France"
42714,"China","China"
42714,"China","France"
41501,"Brazil","Brazil"
39771,"China","USA"
39771,"China","China"
39771,"China","Japan"
38028,"China","China"
40361,"China","China"
40361,"China","Russia"
46138,"Spain","Spain"
46933,"Peru","France"
46933,"Peru","Peru"
46933,"Peru","Germany"
46933,"Peru","Netherlands"
42683,"Spain","Spain"
41320,"Canada","USA"
41320,"Canada","Russia"
41320,"Canada","Canada"
40306,"USA","USA"
47491,"Brazil","Brazil"
42687,"Argentina","Brazil"
42687,"Argentina","USA"
42687,"Argentina","Argentina"
42587,"Austria","Austria"
42587,"Austria","Italy"
42587,"Austria","Denmark"
42833,"Mongolia","Belgium"
42833,"Mongolia","France"
45355,"Russia","Sweden"
45355,"Russia","Russia"
56732,"India","India"
42689,"USA","USA"
67093,"Russia","Russia"
38701,"China","France"
46154,"France","France"
46154,"France","UK"
46154,"France","Portugal"
46154,"France","Spain"
44239,"Morocco","France"
44239,"Morocco","Morocco"
67704,"Argentina","Argentina"
42627,"Chile","Chile"
42627,"Chile","USA"
42627,"Chile","Canada"
42723,"Chile","Chile"
59159,"South Korea","South Korea"
49960,"Argentina","Argentina"
58195,"Argentina","Argentina"
41498,"UK","Spain"
41934,"France","Spain"
65041,"Uruguay","Uruguay"
65041,"Uruguay","Argentina"
41197,"China","China"
50162,"UK","Germany"
43362,"Argentina","UK"
43362,"Argentina","Argentina"
47222,"Austria","Austria"
39481,"Spain","Spain"
55571,"Chile","Chile"
55571,"Chile","USA"
42439,"Spain","Spain"
40783,"Canada","USA"
40783,"Canada","Canada"
42631,"USA","USA"
45399,"Australia","Sweden"
45399,"Australia","Australia"
45399,"Australia","Denmark"
42879,"Uruguay","Uruguay"
42879,"Uruguay","Argentina"
44833,"Uruguay","Uruguay"
72006,"Bulgaria","Bulgaria"
72006,"Bulgaria","France"
72006,"Bulgaria","Germany"
61579,"Greece","USA"
42715,"France","Poland"
42715,"France","France"
39482,"Hungary","Hungary"
39482,"Hungary","Romania"
39187,"Myanmar (Burma)","USA"
43641,"Italy","Italy"
66804,"China","Thailand"
66804,"China","China"
66804,"China","France"
42688,"Spain","Canada"
42688,"Spain","Spain"
70247,"UK","UK"
55429,"Spain","Spain"
55429,"Spain","France"
55429,"Spain","Italy"
45018,"China","China"
45018,"China","Sweden"
41086,"Indonesia","USA"
41086,"Indonesia","Netherlands"
42057,"Indonesia","USA"
42057,"Indonesia","Netherlands"
43689,"Indonesia","USA"
43689,"Indonesia","Netherlands"
41419,"USA","USA"
43461,"China","Canada"
43461,"China","China"
43461,"China","USA"
43461,"China","Poland"
72365,"Micronesia (Federated States of)","Russia"
41196,"China","China"
38699,"China","China"
42553,"China","Australia"
42553,"China","China"
43695,"China","Australia"
43695,"China","China"
42578,"China","China"
42578,"China","Canada"
46757,"China","China"
46757,"China","Japan"
62503,"Germany","Germany"
72518,"Morocco","Morocco"
72518,"Morocco","France"
35118,"French Polynesia","Australia"
35118,"French Polynesia","Spain"
35118,"French Polynesia","Japan"
35118,"French Polynesia","USA"
35118,"French Polynesia","France"
47185,"Egypt","France"
47185,"Egypt","Egypt"
60858,"France","France"
58124,"Argentina","Argentina"
52684,"Spain","Spain"
40044,"Costa Rica","Germany"
40044,"Costa Rica","Netherlands"
40044,"Costa Rica","USA"
35150,"Spain","Spain"
35081,"Morocco","Italy"
35081,"Morocco","Ireland"
35081,"Morocco","Morocco"
35081,"Morocco","Japan"
37188,"France","France"
38808,"Malta","Italy"
38808,"Malta","Malta"
70428,"Spain","Spain"
70426,"Spain","Spain"
70426,"Spain","China"
36507,"China","Netherlands"
36507,"China","China"
36507,"China","France"
36507,"China","Italy"
36507,"China","Austria"
36507,"China","Romania"
37169,"Argentina","Argentina"
38140,"France","France"
53532,"Brazil","Brazil"
53532,"Brazil","Italy"
53532,"Brazil","Canada"
53532,"Brazil","USA"
60900,"Australia","Australia"
35074,"Italy","Italy"
37319,"Russia","China"
37319,"Russia","Russia"
46623,"Thailand","France"
46623,"Thailand","Thailand"
46623,"Thailand","China"
36670,"Argentina","Argentina"
57051,"Kenya","France"
57051,"Kenya","Kenya"
46018,"Egypt","Egypt"
46018,"Egypt","USA"
46018,"Egypt","Switzerland"
35255,"USA","Australia"
35255,"USA","USA"
35255,"USA","Spain"
35255,"USA","Netherlands"
68015,"Argentina","Argentina"
44147,"USA","USA"
38541,"Argentina","Brazil"
38541,"Argentina","Argentina"
36376,"Spain","Spain"
47532,"Brazil","USA"
68948,"Kenya","USA"
55403,"Spain","Spain"
34600,"China","Switzerland"
34600,"China","Germany"
34600,"China","Poland"
63479,"Georgia","Germany"
63479,"Georgia","Georgia"
35717,"China","China"
42231,"New Zealand","Japan"
42231,"New Zealand","New Zealand"
45992,"Malaysia","Japan"
32514,"Australia","Germany"
32514,"Australia","Poland"
31428,"Portugal","Germany"
31428,"Portugal","India"
31428,"Portugal","Portugal"
37090,"USA","USA"
67964,"Morocco","Germany"
67964,"Morocco","Morocco"
42193,"Argentina","Brazil"
42193,"Argentina","USA"
41310,"Thailand","Japan"
41310,"Thailand","Israel"
41310,"Thailand","France"
41310,"Thailand","Thailand"
41310,"Thailand","Spain"
41310,"Thailand","Switzerland"
37311,"Japan","Japan"
60943,"France","France"
38538,"China","China"
38538,"China","USA"
38538,"China","Japan"
35447,"USA","USA"
49626,"Myanmar (Burma)","France"
49626,"Myanmar (Burma)","Germany"
40824,"China","China"
40824,"China","USA"
46137,"Spain","Spain"
34569,"Brazil","UK"
38497,"Morocco","UK"
38497,"Morocco","Ireland"
38497,"Morocco","Brazil"
38497,"Morocco","Morocco"
36185,"Peru","France"
39576,"Canada","Canada"
39576,"Canada","USA"
47743,"Turkey","Switzerland"
47743,"Turkey","France"
47743,"Turkey","UK"
47743,"Turkey","Morocco"
36190,"New Caledonia","France"
36190,"New Caledonia","Japan"
41316,"USA","USA"
36362,"UK","UK"
54113,"Chile","Germany"
42246,"Philippines","Japan"
42246,"Philippines","Philippines"
39574,"Spain","Spain"
39574,"Spain","USA"
39579,"Spain","Spain"
39579,"Spain","USA"
68032,"Hungary","Hungary"
68032,"Hungary","France"
68033,"Hungary","Hungary"
68033,"Hungary","France"
50490,"Mexico","USA"
43637,"South Korea","South Korea"
38199,"Nepal","Belgium"
38199,"Nepal","Nepal"
38309,"Spain","Spain"
38309,"Spain","Germany"
48010,"Argentina","Argentina"
39282,"Spain","Spain"
39578,"France","France"
39578,"France","USA"
44491,"Russia","France"
44491,"Russia","USA"
54644,"Australia","UK"
54644,"Australia","Australia"
56064,"Spain","Spain"
56064,"Spain","Italy"
54376,"Australia","UK"
54376,"Australia","Australia"
49931,"Italy","Italy"
49931,"Italy","France"
59670,"Slovakia","Slovakia"
59670,"Slovakia","France"
59670,"Slovakia","Germany"
60867,"France","Belgium"
60867,"France","France"
60867,"France","Italy"
39253,"Sweden","Denmark"
52811,"United Arab Emirates","UK"
52811,"United Arab Emirates","United Arab Emirates"
52811,"United Arab Emirates","New Zealand"
52811,"United Arab Emirates","Germany"
52811,"United Arab Emirates","Belgium"
60903,"Greece","USA"
42405,"Japan","Japan"
70133,"Argentina","USA"
42251,"Thailand","Thailand"
42251,"Thailand","China"
42251,"Thailand","New Zealand"
45404,"Australia","Australia"
45404,"Australia","Sweden"
60881,"Greece","Greece"
60881,"Greece","Netherlands"
43835,"Egypt","UK"
43835,"Egypt","Egypt"
43835,"Egypt","USA"
42209,"Turkey","Turkey"
65000,"Argentina","Argentina"
55428,"Spain","Spain"
37563,"Morocco","France"
37563,"Morocco","Spain"
37563,"Morocco","Morocco"
67353,"China","China"
67353,"China","UK"
67353,"China","USA"
69109,"China","Canada"
69109,"China","China"
69109,"China","USA"
34984,"China","China"
34984,"China","Japan"
34984,"China","South Korea"
34984,"China","Canada"
38779,"China","China"
47303,"Venezuela","Argentina"
47303,"Venezuela","USA"
47303,"Venezuela","Venezuela"
66405,"Argentina","Argentina"
66405,"Argentina","Brazil"
66405,"Argentina","Uruguay"
40130,"Bolivia","Argentina"
40130,"Bolivia","Bolivia"
34128,"Brazil","South Africa"
34128,"Brazil","Brazil"
69151,"Spain","Spain"
34108,"Morocco","Spain"
34108,"Morocco","France"
33215,"China","China"
33215,"China","France"
