Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Portugal,PRT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.38485,1340.82515,1438.89076,1536.05884,1625.53423,1713.98674,1827.80491,1940.82004,1975.38736,2010.3974,2338.18339,2664.85462,3813.75701,3756.501,3918.75913,4168.2672,4037.33199,3610.55354,3662.37537,3729.77304,4004.57642,4367.73282,4537.53162,,
Paraguay,PRY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.58892,82.2493,81.37784,86.39661,71.97684,,,76.6284,,,50.04755,168.34039,,152.2079,182.69493,121.1058,135.13787,,,
West Bank and Gaza,PSE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.53826,94.12243,143.26611,323.50083,,,575.10944,,,,,,,
Pacific island small states,PSS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921.150163,2946.146773,3033.413662,3111.518321,3185.083346,3277.248874,3326.98454,3470.177855,3551.684728,3623.26941,3630.250804,3668.403294,3799.3604,3861.375183,3877.316815,3936.296891,3970.531674,4053.672334,4150.050195,4240.385265,4269.233627,4424.072745,,,
French Polynesia,PYF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.00091,,,583.9826,,,577.34853,,
Romania,ROU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328.74659,1255.91913,1223.78928,1052.68941,924.94974,897.07063,928.282,965.22132,985.12899,1071.93762,895.76749,894.16331,931.08256,933.76337,966.20415,790.68805,890.67001,922.67455,903.82628,876.22819,911.58518,891.32124,882.44127,,
Russian Federation,RUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797.2354,3604.33853,3342.10085,3383.09161,3459.03716,3468.25413,3387.67778,3370.95655,3315.13651,3233.59197,3238.12034,3274.15651,3149.85615,3085.69403,3081.07915,3114.61084,3078.38752,3052.69101,3075.14249,3098.11238,2952.21387,2821.52662,2784.33237,,
Rwanda,RWA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.89817,12.59357,,,,15.5482,,,13.86086,,,,
South Asia,SAS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6621708,,115.2819,,110.1712454,,,,,128.0787674,,,,,155.4024147,,,,,222.6831638,,,252.70392,,
Saudi Arabia,SAU,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.53427,280.3951,377.09394,,369.06021,,,,,564.33948,,,,,
Singapore,SGP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.44471,2586.28409,2951.8115,3185.64822,4128.40471,4105.91725,4414.80999,4849.29981,5113.2705,5576.90004,5686.40114,5962.788,5829.34308,6146.38263,6241.86151,6405.06828,6356.67186,6603.11177,6632.24348,7006.63036,6934.91054,6802.53716,,,
Solomon Islands,SLB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.23987,65.76315,63.71196,,,
San Marino,SMR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195.5864,1360.36615,1429.36933,1514.84186,1624.00859,1643.3742,1726.97302,1830.99247,2071.21672,2132.77271,2079.19966,2087.21892,,
Sub-Saharan Africa (excluding high income),SSA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1858.94041,1853.57482,1880.35633,1705.16819,1843.78792,1775.00263,1700.14677,1782.83258,1985.00569,2022.72177,2181.25825,2288.36911,2331.25303,2460.58573,2809.39564,2833.44029,2820.16861,2716.36795,2715.55258,2650.20804,2253.26171,2416.22368,2995.95783,,
Slovenia,SVN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.40672,2023.69362,2156.0996,2227.27346,2181.39705,2263.18906,2335.87132,1899.02518,2024.89973,2633.11438,2924.94619,3106.17966,3475.93636,3661.11975,3769.81379,4277.31468,4317.18374,4220.32756,4147.06155,3814.21582,3914.26133,4479.40035,4854.56751,,
Sweden,SWE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158.14762,,4499.0789,,5169.30131,,5383.04692,5426.07913,6085.10832,6126.64788,4999.70588,5437.16684,5079.7335,5251.45024,5144.55392,5164.09629,6674.34947,6875.99043,6834.03397,7154.52927,7383.41927,7536.47495,,
Eswatini,SWZ,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.34351,,,,,
Sint Maarten (Dutch part),SXM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.64741,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.95754,,,,,
Turks and Caicos Islands,TCA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.89175,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.5774017,433.0610404,364.8145186,389.4321392,488.488179,493.4973635,532.0542721,604.7681979,696.3117927,771.8202915,903.6706581,965.0705797,1164.848202,687.2648446,896.5273137,897.6882793,1030.668323,979.0371243,1103.036514,1060.064248,1060.435537,1026.073043,1131.226224,,
Europe & Central Asia (IDA & IBRD countries),TEC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.91544,2055.609443,2024.820546,1998.274934,1980.598382,1962.386458,1884.348409,1843.924673,1809.880871,1795.64892,1810.967853,1822.064979,1828.291159,1830.966182,1846.983275,1878.138841,1857.289935,1886.971128,2007.97874,,
Togo,TGO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.63846,25.05594,33.14539,23.59931,36.48427,,,34.30567,34.45603,35.78489,,38.04847,36.13195,32.17731,38.75703,48.05369,,
Thailand,THA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.41546,72.46093,,167.22695,,278.72559,,280.62026,,313.4698,,323.22955,,329.01211,,538.51997,,790.89267,963.8546,864.67908,1208.45903,1350.34325,,,
Tajikistan,TJK,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.2758746,305.644341,354.8310241,379.5097501,442.4912494,457.0927366,456.4261318,469.0142086,483.5736177,506.378472,536.4258485,568.3599311,576.8088878,557.9313822,580.1642593,,,,,,
Timor-Leste,TLS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.9563635,,638.711888,,,,,626.3146117,,857.6889477,,,
Tonga,TON,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.6621708,,115.2819,,110.1712454,,,,,128.0787674,,,,,155.4024147,,,,,222.6831638,,,252.70392,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.31899,,,
Tunisia,TUN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.85037,1217.44506,1490.54305,1384.73551,1431.40679,1627.91525,1801.15843,1814.12233,1799.02431,1982.22833,,1771.60777,,
Turkey,TUR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.34199,313.1886,308.57818,322.13579,365.00521,353.65644,368.33011,494.17908,505.53768,576.39149,620.49825,713.80484,749.95603,809.83496,889.58445,981.82744,1100.08415,1173.18826,1160.92355,1211.78504,1254.67457,1379.41194,,,
Tuvalu,TUV,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.07047,,,19.15202,,,,,,,
Uganda,UGA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.93837,,,,27.84496,,,,,,
Ukraine,UKR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.39462,1455.6353,1428.28728,1345.59351,1327.99136,1257.92846,1231.02563,1162.04915,1023.92665,1005.99722,1037.24086,994.07744,988.07663,,
Upper middle income,UMC,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.6960156,707.6647757,640.7141696,655.2819184,669.7183555,668.4857513,772.950976,776.5920917,829.3093241,901.5976067,953.441632,1035.419742,1107.296977,819.7592833,950.2347661,1000.896866,1051.574337,1053.852493,1087.295291,1144.101633,1082.949475,1149.386741,,,
Uruguay,URY,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.90187,277.64557,,373.41704,,,,,,427.816,558.56148,626.6233,614.43768,632.44031,634.91258,642.85874,661.48712,679.00479,690.7908,696.37621,,
United States,USA,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140.92456,3243.38158,3408.37276,3465.72038,3496.36797,3567.42616,3652.18425,3894.90127,3789.08962,3742.51961,3806.33035,3781.17475,3935.49275,4090.2744,3885.08226,4027.11889,3990.62379,4090.88439,4205.25602,4267.83919,4247.7483,4412.43542,,,
Uzbekistan,UZB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.25393,614.61104,630.40868,588.33122,578.38896,632.7809,565.66032,556.9256,580.41085,572.98176,544.95896,574.80051,513.08323,507.03862,501.24254,497.42064,506.04688,495.5728,476.17883,,
St. Vincent and the Grenadines,VCT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.76692,56.2767,61.79615,71.45039,70.15822,95.88432,105.74462,122.87928,148.11811,165.2622,190.36879,185.82991,204.04403,232.62356,295.83625,363.7885,272.67612,248.92103,300.25538,,,,
British Virgin Islands,VGB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.40569,,,,,,,,,,,679.46269,,678.56047,,707.74357,,,
Vanuatu,VUT,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.214932,,,,,1204.432714,,,,,1282.492476,,,,,1410.830371,,,,,
Samoa,WSM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.49974,,,,311.20482,,302.46454,378.80948,361.3785,383.02655,393.33011,389.4041,392.12037,365.49511,386.80015,404.71937,434.85308,432.16155,472.30756,492.03626,517.72191,,,
Zambia,ZMB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6459,51.57535,53.51455,52.85704,,,,,,,,,41.71683,,,,,,,,,,,,
Zimbabwe,ZWE,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5185,,,,,,,,
